"filename", "language", "Python", "JavaScript", "Batch", "CSS", "JSON", "Less", "SCSS", "XML", "Django HTML", "Django txt", "comment", "blank", "total"
"/home/amir/Project/ntsw_demo/statics/bootstrap-datepicker/locales/bootstrap-datepicker.de.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/amir/Project/ntsw_demo/statics/bootstrap-datepicker/locales/bootstrap-datepicker.el.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/amir/Project/ntsw_demo/statics/bootstrap-datepicker/locales/bootstrap-datepicker.en-AU.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/amir/Project/ntsw_demo/statics/bootstrap-datepicker/locales/bootstrap-datepicker.en-CA.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/amir/Project/ntsw_demo/statics/bootstrap-datepicker/locales/bootstrap-datepicker.en-GB.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/amir/Project/ntsw_demo/statics/bootstrap-datepicker/locales/bootstrap-datepicker.en-IE.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/amir/Project/ntsw_demo/statics/bootstrap-datepicker/locales/bootstrap-datepicker.en-NZ.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/amir/Project/ntsw_demo/statics/bootstrap-datepicker/locales/bootstrap-datepicker.en-ZA.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/amir/Project/ntsw_demo/statics/bootstrap-datepicker/locales/bootstrap-datepicker.eo.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/amir/Project/ntsw_demo/statics/bootstrap-datepicker/locales/bootstrap-datepicker.es.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/amir/Project/ntsw_demo/statics/bootstrap-datepicker/locales/bootstrap-datepicker.et.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/amir/Project/ntsw_demo/statics/bootstrap-datepicker/locales/bootstrap-datepicker.eu.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/amir/Project/ntsw_demo/statics/bootstrap-datepicker/locales/bootstrap-datepicker.fa.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/amir/Project/ntsw_demo/statics/bootstrap-datepicker/locales/bootstrap-datepicker.fi.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
